CNN,the_geom,SpeedLimit,STREETNAME,Over_pct,O5mph_pct,Speed_avg,SpeedO_avg,Spd5O_avg,Nearby_Trees
8767101,"LINESTRING (-122.43307447114107 37.76419571317338, -122.43325898009665 37.763988567489136, -122.4344557623874 37.76303891036756, -122.43505109145157 37.762652750748934, -122.43518796222592 37.76267070809733)",0,MARKET ST,61.0,26.5,26.42,29.75,33.32,12.0
8705101,"LINESTRING (-122.43999932364186 37.806077199238956, -122.44012289786447 37.80599758973347, -122.44191024735714 37.80576897345068, -122.442209785162 37.805786274817336)",25,MARINA BLVD,56.5,14.0,25.35,28.33,32.36,1.0
8708101,"LINESTRING (-122.44565006378531 37.805368466809526, -122.4457535057131 37.80532694890055, -122.44721810552971 37.80513832528035, -122.44728687110387 37.80516008975261)",25,MARINA BLVD,56.5,10.5,25.15,28.02,32.48,0.0
8675101,"LINESTRING (-122.4224729886474 37.71788737930189, -122.42249200464359 37.71781584767354, -122.42353005244189 37.71720192417391, -122.42377420187177 37.71709231860237, -122.42402245730548 37.71703653348151, -122.42425826279631 37.71702405865747, -122.4245280184043 37.717064916634314, -122.42465618215617 37.71713189443438)",35,MANSELL ST,54.18,18.89,35.18,39.46,44.06,0.0
8650000,"LINESTRING (-122.44200231911174 37.7330979558661, -122.44432039751379 37.73308768738653)",0,MANGELS AVE,4.63,0.93,18.45,28.71,35.48,3.0
8652000,"LINESTRING (-122.44660096584477 37.73307698454061, -122.44887338634062 37.73306871826487)",0,MANGELS AVE,44.67,19.31,22.77,29.79,33.46,4.0
8669101,"LINESTRING (-122.40500937030887 37.720508680429944, -122.40500283040416 37.72038755276395, -122.40598538440473 37.720131729182974)",25,MANSELL ST,81.5,34.0,28.08,29.48,32.96,5.0
8671202,"LINESTRING (-122.40902190727749 37.719586725305795, -122.41000174550051 37.71933156879178)",25,MANSELL ST,95.05,66.83,31.5,32.03,34.15,13.0
8511000,"LINESTRING (-122.50911129033244 37.75841445278637, -122.50890254357822 37.756551229665625)",25,GREAT HWY,95.0,60.5,31.45,31.95,34.77,7.0
8516000,"LINESTRING (-122.50794154742324 37.74911093708341, -122.5076948949428 37.74724853414757)",25,GREAT HWY,91.0,52.5,30.32,31.15,34.19,3.0
8546000,"LINESTRING (-122.47027377965705 37.75925277356345, -122.47084710252467 37.75922759746408, -122.47126320071183 37.75953041676327, -122.47133434513201 37.75960194341891, -122.47137199535649 37.759680828305385, -122.47138046966626 37.75972707836578, -122.47140857182677 37.76007557266427)",0,LURLINE ST,4.45,0.64,16.61,29.9,47.33,5.0
8549000,"LINESTRING (-122.43168540405343 37.731651525034, -122.43139297186688 37.731009499209925)",0,LYELL ST,58.33,24.22,24.83,29.44,32.87,6.0
8443000,"LINESTRING (-122.41362271463063 37.80275505835911, -122.41371875000068 37.80274320188355)",0,LOMBARD ST,71.0,25.5,26.9,29.39,33.67,5.0
8370101,"LINESTRING (-122.49118581664013 37.76483257200196, -122.49131173971959 37.76478834359374, -122.49209947611809 37.76474935557683, -122.49225762331241 37.764779523571264)",35,LINCOLN WAY,64.5,17.5,35.99,38.57,42.8,3.0
8381101,"LINESTRING (-122.50297641357768 37.76431112773232, -122.50307553073388 37.764271497764035, -122.50391509306344 37.76423238789981, -122.50404877662612 37.764261172502174)",35,LINCOLN WAY,34.33,7.46,32.65,38.16,42.33,1.0
8349101,"LINESTRING (-122.46858299817089 37.76583002851622, -122.46870448488714 37.76577789562424, -122.46952855933856 37.765741451194586, -122.46965384891134 37.76578267066814)",35,LINCOLN WAY,30.0,8.5,31.65,38.5,42.29,4.0
8353101,"LINESTRING (-122.4729227295174 37.76564119105646, -122.47304163268512 37.76558064162735, -122.47393551355152 37.765543145559526, -122.47404531847137 37.76559292360653)",35,LINCOLN WAY,41.0,11.0,33.99,38.56,42.82,0.0
8360101,"LINESTRING (-122.4804690208142 37.76530608901131, -122.48059038361055 37.76526249854623, -122.48141015600014 37.765226934396935, -122.48154100712556 37.76525958264201)",35,LINCOLN WAY,32.0,8.0,32.78,38.56,43.25,3.0
8308000,"LINESTRING (-122.4364681653575 37.722465218304144, -122.43772853949704 37.72295590786846)",0,LEO ST,5.29,0.68,14.16,29.0,42.48,6.0
8320000,"LINESTRING (-122.42050683171837 37.75854472136169, -122.42033834076328 37.756948907556165)",0,LEXINGTON ST,4.88,1.22,15.93,28.5,33.0,23.0
8050101,"LINESTRING (-122.48507678694625 37.71857435924847, -122.48502479361085 37.718534917646345, -122.48502421328793 37.71836398760056, -122.48507594989785 37.718327590709734)",0,LAKE MERCED BLVD,59.3,25.63,41.13,44.43,47.63,0.0
8042000,"LINESTRING (-122.49905897648851 37.731576070276894, -122.49822979448048 37.73137623834845, -122.49800163647066 37.73127783249764)",35,LAKE MERCED BLVD,55.5,15.0,35.4,38.9,44.03,0.0
8046101,"LINESTRING (-122.49054678493627 37.72965201594119, -122.49053656636218 37.729749353826634, -122.49024011711107 37.73005952704517, -122.48999017196577 37.73025277305416, -122.4895749870809 37.73039810822169, -122.48920314706602 37.73043240208067, -122.4888080184701 37.730357419871545, -122.48666621091526 37.72969888413075, -122.48655207266427 37.7295850106079)",35,LAKE MERCED BLVD,50.5,11.5,34.85,38.24,42.43,0.0
7984000,"LINESTRING (-122.4313113209161 37.80144493531299, -122.43149769910559 37.80237629617864)",0,LAGUNA ST,22.95,2.32,21.19,27.72,34.17,1.0
7827101,"LINESTRING (-122.45528260021666 37.768175358553535, -122.45535654120245 37.768126768063716, -122.45554141037536 37.76809019820242, -122.45669930896793 37.76774317996619)",30,KEZAR DR,72.86,31.43,32.0,34.39,37.53,0.0
7833101,"LINESTRING (-122.39184052526359 37.778125697486914, -122.39179954419241 37.777928541992964, -122.39383599654042 37.77632922269216, -122.39403506516257 37.77633297645496)",35,KING ST,9.0,0.5,26.85,37.28,42.0,0.0
7852000,"LINESTRING (-122.47140857182677 37.76007557266427, -122.47244617356067 37.76002920737054)",0,KIRKHAM ST,89.0,36.5,28.52,29.33,32.68,19.0
7853000,"LINESTRING (-122.47244617356067 37.76002920737054, -122.47365232667987 37.759975299843084)",0,KIRKHAM ST,82.31,30.5,27.84,29.38,33.43,10.0
7675000,"LINESTRING (-122.49735323266646 37.7608032342564, -122.49842450319494 37.760755943480596)",25,JUDAH ST,62.0,16.5,25.75,28.45,32.45,2.0
7681000,"LINESTRING (-122.50378547842567 37.76051913927559, -122.50485672263437 37.76047179122974)",25,JUDAH ST,31.5,6.0,23.02,28.27,33.67,3.0
7689000,"LINESTRING (-122.44884464152584 37.72836894416822, -122.45111256024691 37.72835755064325)",0,JUDSON AVE,59.58,22.03,25.55,29.27,33.12,1.0
7706101,"LINESTRING (-122.47156934115623 37.734706810838965, -122.47144842561963 37.73458976399803, -122.47150754508387 37.73322896573217, -122.47158522860025 37.73216922025709, -122.47164164954363 37.73110562963544, -122.47179743560136 37.731032354843954)",35,JUNIPERO SERRA BLVD,52.0,13.0,34.75,38.59,43.35,16.0
6579201,"LINESTRING (-122.42395924292165 37.76316782449088, -122.42399553325927 37.76303269259282, -122.42392656317257 37.762341012670944)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,16.0
7658000,"LINESTRING (-122.48127843029363 37.76151166950354, -122.48235210013017 37.761464420727684)",25,JUDAH ST,53.0,11.0,25.12,28.32,33.36,12.0
7667000,"LINESTRING (-122.49092290948157 37.76108689087031, -122.49199747299575 37.76103951379645)",25,JUDAH ST,61.0,19.0,25.7,28.68,32.39,0.0
7606000,"LINESTRING (-122.436238357197 37.73238238762864, -122.43746203562247 37.73237740531813)",0,JOOST AVE,50.19,10.33,24.37,28.31,33.38,17.0
7607000,"LINESTRING (-122.43746203562247 37.73237740531813, -122.43974776011446 37.73236806393756)",0,JOOST AVE,52.69,12.42,24.48,28.39,32.9,10.0
7612000,"LINESTRING (-122.44729678261373 37.73233344005341, -122.44886865892148 37.73232631565995)",0,JOOST AVE,32.97,9.42,21.87,28.79,33.25,4.0
7548000,"LINESTRING (-122.5095150090006 37.77004149881091, -122.50939527658153 37.76998334277028, -122.50900460332468 37.769753602090276, -122.50863263071666 37.76950447678548, -122.5082766694169 37.76923392277819)",25,JOHN F KENNEDY DR,83.0,49.5,29.42,30.98,33.67,0.0
7542000,"LINESTRING (-122.48980436132878 37.77089456522585, -122.49018064431459 37.77095226438031, -122.49069434928941 37.77097760178645, -122.49112921180833 37.770950131712674, -122.49185035278082 37.77082130456169, -122.4924280364321 37.770694896951696, -122.49313629189217 37.77047740822145, -122.49361838578706 37.77031095325779, -122.493823451175 37.77028284605511)",25,JOHN F KENNEDY DR,85.5,41.5,28.72,29.95,33.08,0.0
7305000,"LINESTRING (-122.48677042552694 37.76313686713914, -122.48783871367142 37.763089769510486)",25,IRVING ST,47.56,11.18,23.69,28.34,32.68,16.0
7317000,"LINESTRING (-122.49855529848938 37.76261677389594, -122.49962745407086 37.76256939811561)",25,IRVING ST,18.35,1.13,20.41,27.39,33.3,1.0
7251000,"LINESTRING (-122.392981538841 37.71911364144198, -122.39485204889448 37.72017522193161)",25,INGERSON AVE,37.93,13.36,22.28,31.13,38.74,0.0
7260000,"LINESTRING (-122.38696169184333 37.73835882288856, -122.38883452187866 37.739421939173475)",0,INNES AVE,43.79,14.91,22.41,29.36,33.92,15.0
7205103,"LINESTRING (-122.40307582459772 37.738990416233676, -122.404073374529 37.73871289514307, -122.40425798467238 37.738712584734756)",30,INDUSTRIAL ST,68.0,27.0,31.7,34.28,37.74,0.0
7077000,"LINESTRING (-122.38404650878233 37.73751421647589, -122.38428591849717 37.737762198627735, -122.38462019466452 37.73797442132713, -122.38639890536173 37.738983050623986)",0,HUDSON AVE,75.45,41.39,28.27,30.96,34.21,8.0
7094000,"LINESTRING (-122.37697385569244 37.73361634370127, -122.37687293853425 37.73439698621576, -122.37684437548559 37.734503789160364)",35,HUNTERS POINT BLVD,68.0,29.5,37.1,39.93,43.76,0.0
6997101,"LINESTRING (-122.47606966974865 37.72077994709784, -122.47616279792105 37.72074204783204, -122.47702085905692 37.720772801104665)",25,HOLLOWAY AVE,48.48,15.16,23.92,28.81,32.78,0.0
6866000,"LINESTRING (-122.4488604558157 37.73069018924841, -122.45114081101607 37.730681109570064)",0,HEARST AVE,26.28,5.67,20.2,28.21,32.61,5.0
6834000,"LINESTRING (-122.45262384415005 37.77310613370119, -122.45428511653836 37.77289517815897)",0,HAYES ST,18.26,3.72,19.61,28.76,35.66,22.0
6859000,"LINESTRING (-122.46448421463268 37.72168000903705, -122.46443475993854 37.72190781858086, -122.46429367062407 37.72211373946706, -122.4639815692397 37.722327034641985)",0,HEAD ST,32.37,4.97,22.11,28.12,34.29,0.0
6862000,"LINESTRING (-122.43973734577543 37.73073290671708, -122.44201566375494 37.73072176792805)",0,HEARST AVE,42.42,9.32,22.66,28.29,32.88,8.0
6732000,"LINESTRING (-122.40851633075071 37.77375969975054, -122.40968304102972 37.77283775733922)",30,HARRISON ST,18.0,0.0,25.1,32.0,0.0,8.0
6766000,"LINESTRING (-122.4340623874469 37.762550824773925, -122.4339035793351 37.7609547387991)",0,HARTFORD ST,8.87,1.79,14.79,29.08,37.29,9.0
360000,"LINESTRING (-122.46417202266807 37.76413086992194, -122.46404200535154 37.762268848891686)",0,7TH AVE,66.08,23.36,25.84,29.06,32.82,16.0
363000,"LINESTRING (-122.46378152808614 37.75853818102822, -122.46365767130514 37.756764108298874)",0,7TH AVE,97.0,76.0,32.72,33.05,34.72,4.0
323000,"LINESTRING (-122.46310199460855 37.764177827519696, -122.46297200086161 37.76231576933738)",0,6TH AVE,25.08,2.81,21.24,27.71,33.31,29.0
6578101,"LINESTRING (-122.42410268392302 37.76478345224182, -122.42404075676951 37.76463280947461, -122.42398155372634 37.763965997117936)",25,GUERRERO ST,62.6,25.13,25.86,29.53,33.3,18.0
6582101,"LINESTRING (-122.42348853133687 37.758364548622716, -122.4234353599617 37.75828312137068, -122.423367257003 37.75757006311781)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,29.0
6590101,"LINESTRING (-122.42238353610776 37.747171915075015, -122.42230676473228 37.747031492622945, -122.42225735336068 37.74649871288904, -122.42231065498432 37.74637651993133)",25,GUERRERO ST,49.0,12.5,24.92,28.58,33.2,22.0
6432101,"LINESTRING (-122.51129492511467 37.77507596092764, -122.51121138887777 37.77498140184525, -122.51113224803261 37.7741921626912, -122.51118267192281 37.773569063829434, -122.5112058403324 37.773016623533955, -122.51128210196944 37.772959944103796)",35,GREAT HWY,21.0,7.5,31.3,39.02,42.67,0.0
6434101,"LINESTRING (-122.51105375567451 37.77134249965404, -122.51093501146903 37.77117968746171, -122.5108597101569 37.770561876659166, -122.5109259470413 37.77043567586435)",35,GREAT HWY,53.5,13.5,35.04,38.62,43.41,0.0
6435101,"LINESTRING (-122.5109259470413 37.77043567586435, -122.51083358388001 37.77030317356958, -122.51076382859313 37.76970261510999, -122.51064283365878 37.76892757329371, -122.51029481683658 37.76724085838649, -122.51023266937932 37.76657741018473, -122.5102259908711 37.765986849698464, -122.51024148320391 37.76544205803968, -122.51031258935058 37.76463093488477, -122.51030714294158 37.7641728342164, -122.51034131916529 37.76400083325617)",35,GREAT HWY,83.0,49.5,29.42,30.98,33.67,0.0
6330000,"LINESTRING (-122.42429481284258 37.78339985847708, -122.42468704034845 37.78533462216716)",25,GOUGH ST,68.0,20.0,26.75,29.06,34.0,0.0
6335000,"LINESTRING (-122.42523650087367 37.788070188259255, -122.4253305136906 37.78853628072198)",25,GOUGH ST,72.0,33.0,27.8,30.06,33.67,11.0
6319000,"LINESTRING (-122.42297814898782 37.7768835267991, -122.42307323009466 37.777349481576316)",25,GOUGH ST,4.0,0.0,18.65,27.0,0.0,26.0
6263000,"LINESTRING (-122.41550517789685 37.78165426160358, -122.41714561225355 37.78144749488264)",25,GOLDEN GATE AVE,24.0,2.0,22.2,27.42,32.0,14.0
6270000,"LINESTRING (-122.43023323643874 37.77978279419356, -122.43195180217045 37.77956414892888)",30,GOLDEN GATE AVE,34.0,3.0,27.95,32.44,37.0,4.0
6278000,"LINESTRING (-122.44186564091868 37.77829955367993, -122.4435069201783 37.778089213444304)",25,GOLDEN GATE AVE,55.5,14.5,25.4,28.49,32.69,5.0
6156000,"LINESTRING (-122.45113527466097 37.729872185521835, -122.45114081101607 37.730681109570064)",0,GENNESSEE ST,17.57,1.56,21.0,27.68,34.68,9.0
6145101,"LINESTRING (-122.43536086535406 37.71384364822902, -122.43520850266891 37.71382569096795, -122.43462016195681 37.71356178574302, -122.43454112646963 37.7134759475051)",25,GENEVA AVE,87.5,46.0,29.32,30.37,33.41,6.0
6148101,"LINESTRING (-122.43192723590839 37.71276659695356, -122.43181393631782 37.71279268476787, -122.42967883281796 37.71235516647067, -122.42935616817647 37.71228841885989, -122.428807806297 37.71212575191585, -122.42825014800869 37.711887169177054, -122.42695714016597 37.71130726369489, -122.42643774320652 37.71111253933171, -122.42551150116016 37.7107894271359, -122.42504046301167 37.71054333458639, -122.4245553379074 37.7101722852861, -122.42455038827923 37.71010186038275)",35,GENEVA AVE,77.0,33.5,37.76,39.7,43.21,0.0
6151101,"LINESTRING (-122.42226516187985 37.708927357337046, -122.42217465956904 37.708949946495046, -122.42167414713978 37.708809215735776, -122.42161732986952 37.708743054461046)",35,GENEVA AVE,44.5,10.5,33.88,38.29,42.48,2.0
6079101,"LINESTRING (-122.4815157225421 37.78022581890925, -122.48164187070562 37.7801608008637, -122.48247214149227 37.78012452319975, -122.48259152868523 37.780189471461995)",25,GEARY BLVD,50.0,13.0,24.72,28.45,32.58,9.0
6083101,"LINESTRING (-122.48580757599662 37.780037953191446, -122.48593105451107 37.779968916379126, -122.48675615500134 37.779930667747514, -122.48687804721833 37.77999353993228)",25,GEARY BLVD,58.0,20.5,25.85,28.94,32.49,13.0
6087101,"LINESTRING (-122.49009657890443 37.77983983301643, -122.49020743524177 37.77977709250419, -122.49106299098317 37.7797301830331, -122.49116704472851 37.77979538169589)",30,GEARY BLVD,42.5,12.5,28.82,33.47,37.0,8.0
6095101,"LINESTRING (-122.49866461865165 37.779455467908264, -122.49877307387062 37.77939884691853, -122.49961589613349 37.77935594116155, -122.49973047270504 37.77940342494199)",30,GEARY BLVD,64.5,21.0,31.4,34.17,38.67,11.0
6067101,"LINESTRING (-122.46962703119993 37.78076873890197, -122.46973789327942 37.78070248595228, -122.47057812413597 37.780662959770176, -122.47071674973014 37.780723353523804)",25,GEARY BLVD,87.0,42.5,29.15,30.22,33.59,3.0
6071101,"LINESTRING (-122.47284399422975 37.78063078715325, -122.47294105874848 37.780555577647156, -122.47383763352832 37.78051490857319, -122.47398247033507 37.78057538203288)",25,GEARY BLVD,39.5,11.5,24.18,29.03,33.96,10.0
6039101,"LINESTRING (-122.42468704034845 37.78533462216716, -122.42481582708857 37.78526713007782, -122.42643012665205 37.78506173804168)",35,GEARY BLVD,18.5,4.5,30.32,38.7,44.0,0.0
6042101,"LINESTRING (-122.43456209904666 37.78415186339116, -122.43465873401834 37.7840797600944, -122.43526812634688 37.783958369987786, -122.43772060364354 37.78365616865418, -122.43784794344232 37.78371763783057)",35,GEARY BLVD,46.0,16.0,34.52,39.01,42.78,1.0
6045101,"LINESTRING (-122.44279310007411 37.78288533640762, -122.44289423415677 37.782808826144276, -122.4444314728419 37.782569696555875)",35,GEARY BLVD,11.5,2.5,29.1,38.3,43.0,2.0
6050101,"LINESTRING (-122.45214312438057 37.781853291452784, -122.45221938240253 37.7817771289883, -122.45307662319101 37.78166640464267, -122.45317038806652 37.781717428640405)",25,GEARY BLVD,80.0,36.5,28.4,30.06,33.71,3.0
5906000,"LINESTRING (-122.4562836392552 37.77455471217783, -122.45837109981429 37.77430889539707)",30,FULTON ST,51.5,21.0,30.38,34.43,37.95,0.0
5909000,"LINESTRING (-122.46055266135066 37.77403113394318, -122.4616197560318 37.773895253800724)",35,FULTON ST,55.0,24.0,35.52,39.75,43.31,1.0
5917000,"LINESTRING (-122.46909249631335 37.77325671216508, -122.47016269283144 37.7732095103198)",35,FULTON ST,23.88,3.98,31.73,38.04,43.25,6.0
5927000,"LINESTRING (-122.47883695131588 37.77281456848013, -122.47990458076414 37.772765580789844)",35,FULTON ST,51.0,14.5,34.55,38.72,43.03,0.0
5940000,"LINESTRING (-122.49276138516981 37.77217853092478, -122.49383247951299 37.77212966192582)",35,FULTON ST,57.29,20.6,35.62,39.06,42.73,1.0
5952000,"LINESTRING (-122.50561114718283 37.771591606712185, -122.5066853144761 37.77154247914793)",35,FULTON ST,39.5,9.0,33.5,38.27,42.56,3.0
